dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
285530400,1979-01-18 18:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.03,,9.76,11.53,11.15,13.07,1019,,,86,2.02,80,,,,,,80,803,Clouds,broken clouds,04n
285534000,1979-01-18 19:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.33,,9.75,10.87,10.33,12.45,1020,,,90,1.85,79,,,,,,77,803,Clouds,broken clouds,04n
285537600,1979-01-18 20:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.71,,9.63,10.26,9.69,11.82,1020,,,93,1.81,82,,,,,,56,803,Clouds,broken clouds,04n
285541200,1979-01-18 21:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.89,,9.13,9.43,8.7,11.09,1020,,,95,1.59,87,,,,,,33,802,Clouds,scattered clouds,03n
285544800,1979-01-18 22:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.27,,9.82,9.89,9.01,11.8,1019,,,97,1.51,79,,,,,,29,802,Clouds,scattered clouds,03n
285548400,1979-01-18 23:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.35,,9.9,9.97,9.12,11.73,1019,,,97,1.17,69,,,,,,42,802,Clouds,scattered clouds,03n
285552000,1979-01-19 00:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.24,,9.79,9.85,9.09,11.59,1019,,,97,1.14,56,,,,,,74,803,Clouds,broken clouds,04n
285555600,1979-01-19 01:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.93,,9.48,9.93,8.6,11.21,1019,,,97,0.9,37,,,,,,71,803,Clouds,broken clouds,04n
285559200,1979-01-19 02:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.55,,9.1,9.55,8.37,10.83,1019,,,97,1.24,42,,,,,,84,803,Clouds,broken clouds,04n
285562800,1979-01-19 03:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.73,,9.98,11.28,10.72,12.69,1019,,,89,1.2,45,,,,,,95,804,Clouds,overcast clouds,04n
285566400,1979-01-19 04:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.63,,9.88,11.17,10.66,12.59,1019,,,89,1.41,44,,,,,,99,804,Clouds,overcast clouds,04d
285570000,1979-01-19 05:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.89,,8.92,11.28,10.82,12.87,1020,,,82,1.4,52,,,,,,100,804,Clouds,overcast clouds,04d
285573600,1979-01-19 06:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.47,10000,8.32,12.73,12.52,14.59,1020,,,71,8.2,60,,,,,,40,802,Clouds,scattered clouds,03d
285577200,1979-01-19 07:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.05,,8.02,13.26,13.14,15.18,1020,,,67,3.22,110,,,,,,100,804,Clouds,overcast clouds,04d
285580800,1979-01-19 08:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.45,,7.96,13.65,13.6,15.53,1019,,,65,3.53,119,,,,,,98,804,Clouds,overcast clouds,04d
285584400,1979-01-19 09:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,18.85,,8.51,18.12,18.05,19.91,1018,,,51,3.73,124,,,,,,100,804,Clouds,overcast clouds,04d
285588000,1979-01-19 10:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.08,,8.74,19.4,19.45,20.86,1017,,,48,3.38,131,,,,,,70,803,Clouds,broken clouds,04d
285591600,1979-01-19 11:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.32,,8.65,19.63,19.68,21.13,1015,,,47,3.75,134,,,,,,66,803,Clouds,broken clouds,04d
285595200,1979-01-19 12:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.27,,8.6,19.58,19.57,21.02,1014,,,47,3.99,135,,,,,,55,803,Clouds,broken clouds,04d
285598800,1979-01-19 13:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,19.96,,8.63,19.26,19.26,20.67,1014,,,48,3.97,137,,,,,,69,803,Clouds,broken clouds,04d
285602400,1979-01-19 14:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,18.81,,9.04,18.13,18.18,19.47,1014,,,53,3.69,133,,,,,,70,803,Clouds,broken clouds,04d
285606000,1979-01-19 15:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,17.12,,9.3,16.45,16.51,17.88,1014,,,60,2.24,118,,,,,,86,804,Clouds,overcast clouds,04d
285609600,1979-01-19 16:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.75,,10.37,14.24,13.81,15.62,1016,,,75,2.44,87,,,,,,94,804,Clouds,overcast clouds,04n
285613200,1979-01-19 17:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.54,,10.16,13.04,12.66,14.32,1016,,,80,2.31,81,,,,,,94,804,Clouds,overcast clouds,04n
285616800,1979-01-19 18:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.58,,8.97,10.99,10.71,12.31,1017,,,84,2.27,66,,,,,,95,804,Clouds,overcast clouds,04n
285620400,1979-01-19 19:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.61,,8.54,10,9.85,11.32,1018,,,87,1.85,75,,,,,,48,802,Clouds,scattered clouds,03n
285624000,1979-01-19 20:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.44,,8.71,9.86,9.5,11.38,1017,,,89,2.25,86,,,,,,16,801,Clouds,few clouds,02n
285627600,1979-01-19 21:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.74,,8.18,8.7,8.81,10.79,1018,,,90,2.24,98,,,,,,8,800,Clear,sky is clear,01n
285631200,1979-01-19 22:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.46,,8.39,8.77,8.44,10.67,1018,,,93,1.77,99,,,,,,10,800,Clear,sky is clear,01n
285634800,1979-01-19 23:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.02,,7.95,9.02,8.21,9.89,1018,,,93,1.19,69,,,,,,20,801,Clouds,few clouds,02n
285638400,1979-01-20 00:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.03,,8.12,9.03,8.03,9.84,1018,,,94,0.96,36,,,,,,25,802,Clouds,scattered clouds,03n
285642000,1979-01-20 01:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.23,,8.47,9.23,8.47,10.15,1018,,,95,0.72,17,,,,,,41,802,Clouds,scattered clouds,03n
285645600,1979-01-20 02:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,9.14,,8.38,9.14,8.32,9.97,1018,,,95,0.79,20,,,,,,46,802,Clouds,scattered clouds,03n
285649200,1979-01-20 03:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.01,,9.92,11.54,11.19,12.75,1019,,,87,0.91,22,,,,,,43,802,Clouds,scattered clouds,03n
285652800,1979-01-20 04:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.93,,10.01,11.48,10.97,12.74,1019,,,88,1.01,26,,,,,,46,802,Clouds,scattered clouds,03d
285656400,1979-01-20 05:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.32,,9.7,11.8,11.75,12.94,1020,,,84,0.82,54,,,,,,44,802,Clouds,scattered clouds,03d
285660000,1979-01-20 06:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.64,,10.26,13.15,12.57,14.72,1020,,,80,1.35,116,,,,,,39,802,Clouds,scattered clouds,03d
285663600,1979-01-20 07:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.12,,10.35,13.62,12.81,15.45,1019,,,78,1.64,136,,,,,,42,802,Clouds,scattered clouds,03d
285667200,1979-01-20 08:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.53,,9.96,13.97,13.33,15.78,1019,,,74,1.76,160,,0.13,,,,50,500,Rain,light rain,10d
285670800,1979-01-20 09:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,18.68,,10,18.09,17.81,19.76,1018,,,57,1.83,172,,0.21,,,,66,500,Rain,light rain,10d
285674400,1979-01-20 10:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,19.76,,10.74,19.25,19,20.81,1016,,,56,1.98,179,,0.14,,,,87,500,Rain,light rain,10d
285678000,1979-01-20 11:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,19.84,,10.27,19.29,19.2,20.78,1014,,,54,2.22,177,,,,,,82,803,Clouds,broken clouds,04d
285681600,1979-01-20 12:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20,,10.14,19.44,19.27,21.08,1013,,,53,2.27,175,,0.11,,,,68,500,Rain,light rain,10d
285685200,1979-01-20 13:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,19.64,,10.36,19.1,18.85,20.78,1013,,,55,2.73,175,,0.2,,,,71,500,Rain,light rain,10d
285688800,1979-01-20 14:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,19.47,,11,18.99,18.76,20.66,1013,,,58,2.88,163,,,,,,93,804,Clouds,overcast clouds,04d
285692400,1979-01-20 15:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,16.31,,10.18,15.75,15.73,17.46,1014,,,67,2.15,148,,,,,,99,804,Clouds,overcast clouds,04d
285696000,1979-01-20 16:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.79,,10.41,14.28,14.25,15.75,1016,,,75,1.39,140,,,,,,98,804,Clouds,overcast clouds,04n
285699600,1979-01-20 17:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.66,,10.28,13.17,13.34,14.15,1017,,,80,1.48,101,,0.15,,,,96,500,Rain,light rain,10n
285703200,1979-01-20 18:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.74,,11.31,12.45,11.79,14.12,1018,,,91,1.82,86,,1.46,,,,96,501,Rain,moderate rain,10n
285706800,1979-01-20 19:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.98,,11.05,11.69,11.02,13.15,1018,,,94,1.86,89,,,,,,78,803,Clouds,broken clouds,04n
285710400,1979-01-20 20:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.64,,11.02,11.37,10.68,12.97,1018,,,96,1.81,96,,,,,,68,803,Clouds,broken clouds,04n
285714000,1979-01-20 21:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.21,,10.91,10.95,9.98,12.83,1018,,,98,1.55,104,,,,,,41,802,Clouds,scattered clouds,03n
285717600,1979-01-20 22:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.07,,10.92,10.82,9.85,12.55,1018,,,99,1.23,106,,,,,,55,803,Clouds,broken clouds,04n
285721200,1979-01-20 23:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,11.25,,11.1,11.02,10.28,12.62,1018,,,99,1.2,60,,,,,,73,803,Clouds,broken clouds,04n
285724800,1979-01-21 00:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.92,,10.77,10.65,9.7,12.42,1018,,,99,0.88,50,,,,,,81,803,Clouds,broken clouds,04n
285728400,1979-01-21 01:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.72,,10.57,10.43,9.72,12.09,1018,,,99,1.02,38,,,,,,77,803,Clouds,broken clouds,04n
285732000,1979-01-21 02:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,10.94,,10.64,10.65,10.01,12.09,1018,,,98,1.14,35,,,,,,87,804,Clouds,overcast clouds,04n
285735600,1979-01-21 03:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.98,,12.04,12.79,12.07,14.09,1018,,,94,1.03,41,,,,,,86,804,Clouds,overcast clouds,04n
285739200,1979-01-21 04:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.64,,11.7,12.41,11.78,13.73,1019,,,94,0.87,39,,,,,,93,804,Clouds,overcast clouds,04d
285742800,1979-01-21 05:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,12.96,,11.69,12.71,12.34,13.75,1019,,,92,0.97,67,,,,,,94,804,Clouds,overcast clouds,04d
285746400,1979-01-21 06:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.42,10000,11.3,13.09,11.86,14.49,1020,,,87,2.1,70,,,,,,75,803,Clouds,broken clouds,04d
285750000,1979-01-21 07:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.31,,10.34,13.81,13.47,15.39,1019,,,77,2.58,119,,0.11,,,,93,500,Rain,light rain,10d
285753600,1979-01-21 08:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.58,,10,14.03,13.6,15.81,1019,,,74,2.49,137,,0.28,,,,92,500,Rain,light rain,10d
285757200,1979-01-21 09:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,18.6,,10.44,18.06,17.75,19.77,1017,,,59,2.43,146,,,,,,36,802,Clouds,scattered clouds,03d
285760800,1979-01-21 10:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.4,,12.13,20.04,19.85,21.16,1015,,,59,2.34,158,,,,,,49,802,Clouds,scattered clouds,03d
285764400,1979-01-21 11:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.58,,12.55,20.26,19.96,21.31,1014,,,60,2.15,163,,,,,,58,803,Clouds,broken clouds,04d
285768000,1979-01-21 12:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.59,,12.81,20.3,19.93,21.48,1012,,,61,2.08,164,,0.12,,,,69,500,Rain,light rain,10d
285771600,1979-01-21 13:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.92,,12.87,20.63,20.38,21.77,1012,,,60,1.53,163,,,,,,59,803,Clouds,broken clouds,04d
285775200,1979-01-21 14:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,20.27,,12.76,19.97,19.51,21.3,1013,,,62,2.26,166,,1.49,,,,50,501,Rain,moderate rain,10d
285778800,1979-01-21 15:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,16.11,,10.86,15.63,15.57,16.82,1014,,,71,2.55,130,,0.84,,,,76,500,Rain,light rain,10d
285782400,1979-01-21 16:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,14.24,,11.03,13.83,13.44,15.09,1016,,,81,1.7,120,,0.25,,,,72,500,Rain,light rain,10n
285786000,1979-01-21 17:00:00 +0000 UTC,10800,Addis Ababa,9.019194,38.752463,13.96,,11.83,13.68,13.16,15.01,1016,,,87,1.44,98,,,,,,81,803,Clouds,broken clouds,04n
